评论,地区,日期,点赞,情绪
bg有这么严打过吗？,北京,Sun Jun 01 22:55:50 +0800 2025,26,anger
这个时候了还在争bl还是bg吗。。,其他,Mon Jun 02 14:28:48 +0800 2025,8,anger
没有，bg拍三级片把人家女演员假戏真做直接qj了，导演也照样在当明星。 zzw《alzc》,福建,Mon Jun 02 14:16:58 +0800 2025,2,disgust
回复@燃灯共晚夜:Bg早些年各个网站都屠了一遍。,其他,Mon Jun 02 06:21:05 +0800 2025,2,anger
没有[裂开],其他,Sun Jun 01 23:45:47 +0800 2025,0,sadness
吃相真难看啊兰州,甘肃,Mon Jun 02 00:00:49 +0800 2025,50,disgust
其实去年说他们td以后这个网站已经跟死了没两样了，根本没人去写了不知道为什么一个半死不活的网站又被拿出来鞭尸[融化],其他,Mon Jun 02 09:18:34 +0800 2025,33,disgust
内地不搭tz根本上不去 上去还怕被??。。到底是谁要害zz们。。[泪][泪],湖北 ,Mon Jun 02 14:29:10 +0800 2025,1,anger
兰州是财政空亏么？,广东 ,Mon Jun 02 00:56:15 +0800 2025,28,disgust
不知道又成了谁的珠宝嘞,其他,Mon Jun 02 15:53:27 +0800 2025,4,surprise
怕是，一些流程都没走，就直接开始罚款,山西,Mon Jun 02 09:13:38 +0800 2025,4,anger
那些网站上的色情小广告都他爸的泛滥了怎么不抓[允悲],其他,Mon Jun 02 12:33:21 +0800 2025,55,disgust
上次看一个杀人犯杀了三个人判的和写文的一样重[费解][费解][费解][费解],其他,Mon Jun 02 02:55:33 +0800 2025,35,anger
研究生弃用，本科退学，这女的是犯了天条吗？,陕西 ,Mon Jun 02 01:19:04 +0800 2025,28,surprise
??不是早就关了吗,广东 ,Sun Jun 01 04:26:47 +0800 2025,1,anger
回复@婚女的小妾:海棠我去年就上不去了，而且去年不是闹得很大……,广东 ,Sun Jun 01 21:49:12 +0800 2025,0,surprise
关的是另一个,其他,Sun Jun 01 12:56:03 +0800 2025,0,anger
没有,其他,Sun Jun 01 10:41:30 +0800 2025,0,anger
首先超过500就是大面积传播，其次盈利3k就已经去数额较大，进去，包的,广东,Sun Jun 01 16:36:27 +0800 2025,0,surprise
回复@优秀技校毕业生:海棠的服务器也在湾湾啊，湾湾现在还没回归呢,其他,Mon Jun 02 09:55:05 +0800 2025,0,sadness
回复@用户7485174115:涩情网站的服务器不在中国，人家拿头去抓？,广东,Mon Jun 02 08:11:19 +0800 2025,0,disgust
回复@优秀技校毕业生:你别给我说传播面广不广7900个黄片的传播面，我就不信比两本小说的传播面要少,四川 ,Mon Jun 02 08:00:23 +0800 2025,1,disgust
回复@优秀技校毕业生:啊，照你这说法那么多色情网站，我举报了，什么都没用，怎么还没被抓？[打call][打call]其次，如果说制作就已经违法的话，拍了7900个视频的，怎么才判六个月？判了7000多个视频的传播面已经超过500了，怎么进去才六个月？写本小说盈利不超2000，甚至没盈利的判刑三年往上666,四川 ,Mon Jun 02 07:59:59 +0800 2025,1,disgust
都是成年人了谁没点欲望，更何况比起真人视频不过是文字想象，或者看书的看完都去犯罪了？搞什么，这样的话那些卖成人用品的怎么不抓？不是说她们就做的对，但罪不至此，真正应该狠打的是那些地下代孕，组织未成年卖淫，性虐儿童，家暴犯，拐卖儿童，反而这些罪犯高举轻放，这世界真的很颠啊！,陕西 ,Mon Jun 02 06:46:51 +0800 2025,1,sadness
回复@用户7485174115:首先制作和传播已经构成犯罪，盈利只不过是罪加一等，别说什么79年法律，这个是刑法。麻烦带个脑子说话,广东,Mon Jun 02 00:57:46 +0800 2025,0,disgust
79年的法律，你觉得用到现在正常吗？而且照你这个说法，有个盈利了2000的和写免费文只穿了两个海棠皮现在还被抓在那，两个海棠币5块钱不到也糟了[泪],四川 ,Mon Jun 02 00:56:28 +0800 2025,4,anger
[淡淡的][淡淡的][拜拜]这个世界已经癫到这种程度了吗，我记得上次也抓了很多作者[拜拜][拜拜]还让不让人活了，有些甚至都没挣钱[苦涩][苦涩],其他,Mon Jun 02 01:50:14 +0800 2025,27,disgust
穷疯了看见个面包就全冲上来了,其他,Sun Jun 01 23:31:16 +0800 2025,28,anger
不小心点到百度浏览器或者是默认浏览器里面那些主页都是不堪入目[可爱][可爱][可爱]那些视频，文字哪个上得了台面？厕所里印刷的网站。张贴的二维码谁去管？有些网站里的分类偷拍。酒店偷拍，医院偷拍 ，幼儿园偷拍！高校偷拍。猥亵尾随谁去管？我真的在找题目答案的时候莫名其妙转跳到了一个网站。,浙江,Sun Jun 01 23:48:48 +0800 2025,18,disgust
回复@用户7415518513:对啊 莫名其妙就进去了。,浙江,Mon Jun 02 10:50:58 +0800 2025,0,anger
确实，找东西的时候经常莫名奇妙跳进去那种网站，有时候还退不出去，都成病毒了也不管,其他,Mon Jun 02 10:45:19 +0800 2025,0,disgust
网站视频里甚至还有猥亵未成年的，这都没有人管。[可爱][可爱][可爱][可爱][可爱],浙江,Sun Jun 01 23:49:25 +0800 2025,3,disgust
对啊[泪][泪]我现在找旧文一找就进片网[泪][泪]谁来救救我们这些破看书的[泪][泪],湖北 ,Mon Jun 02 13:40:48 +0800 2025,6,sadness
回复@iianif7:真·被资本做局了。。,湖北 ,Mon Jun 02 13:54:22 +0800 2025,1,anger
想整治就彻底整治，逮着这个不放为什么啊好难猜呢[黑线],其他,Mon Jun 02 13:52:13 +0800 2025,3,disgust
传播sq是违法，没道理判那么重，这个建议量刑在如今社会已经不适用了,其他,Mon Jun 02 12:27:03 +0800 2025,24,anger
对啊 04年的条款 现在都25了 也不知道咋想的一直都不更新,辽宁,Mon Jun 02 17:17:45 +0800 2025,0,disgust
是这样的，这个量刑一直没更新感觉像是十年前的，和死刑没去除的那一批一样，但是现在强健啥的都减了[允悲]就这个往最高了判十年啊，那啥罪都是3-7顶格了，这居然十年，要我说别把死刑删了，公平点，传播yhsq和强健同罪都死刑。那些制定法律的js别嗷嗷叫。（当然不考虑强健犯家人报复）,其他,Mon Jun 02 16:55:00 +0800 2025,0,anger
现在国内应该早就没人写了。抓的都是之前写的,其他,Mon Jun 02 00:00:17 +0800 2025,6,sadness
车厘子??外面新鲜美好昂贵，里面实则腐烂变质,海外,Sun Jun 01 23:09:40 +0800 2025,10,like
回复@iianif7:点开主页一看参加的粉丝裙就知道什么属性了[黑线],其他,Mon Jun 02 13:48:57 +0800 2025,0,like
@空气寂静树林沉默_ 真的很无语，简直颠求老，那些男的看片的地址那么多那么普遍泛滥不去抓，抓他妈写文章了，真的疯求了,四川,Mon Jun 02 18:28:14 +0800 2025,0,sadness
衙门里那群男的太???了,四川,Mon Jun 02 18:43:30 +0800 2025,0,surprise
管管海角吧[doge]l伦聚集地，不比写文的更过分？也不知道是不是亲的（我没有去过那个网站，看书的时候发现的[单身狗],四川 ,Mon Jun 02 06:03:51 +0800 2025,8,sadness
果然同类人维护同类人 ，先是远上，后来又是这些写文的太太，最后又变成啥,湖北,Sun Jun 01 23:16:04 +0800 2025,7,surprise
海棠是一个写小说的软件吗,海外 ,Sun Jun 01 17:23:47 +0800 2025,4,surprise
不是软件，是网站[淡淡的][淡淡的][淡淡的]有好多个因为经常会挂掉,河南,Sun Jun 01 18:35:32 +0800 2025,4,happiness
是的，写小说和看小说的,其他,Sun Jun 01 17:31:08 +0800 2025,1,surprise
柿子逮软的捏,浙江 ,Mon Jun 02 11:57:07 +0800 2025,3,surprise
所以海棠文学是什么意思，写言情小说吗[衰],其他,Mon Jun 02 03:59:31 +0800 2025,0,surprise
什么小说都有。,其他,Mon Jun 02 06:21:31 +0800 2025,0,surprise
男男耽美为主,山西 ,Mon Jun 02 05:10:18 +0800 2025,0,like
关不掉 本来就是tw网站 这年头在境外网站写黄文都能被抓 搞得网站当地法律跟摆设似的,海外 ,Sun Jun 01 20:46:20 +0800 2025,7,disgust
作者只是拿了一点分成，网站才是盈利大头，为啥不搞网站单找作者,其他,Mon Jun 02 17:51:45 +0800 2025,3,disgust
太荒唐了,江苏,Mon Jun 02 15:49:58 +0800 2025,3,disgust
真的很心痛[悲伤],其他,Mon Jun 02 09:28:12 +0800 2025,3,sadness
窃钩者诛，窃国者侯,北京,Mon Jun 02 08:51:51 +0800 2025,6,disgust
是啊，不写不就行了，为什么一定要写？,广东,Mon Jun 02 05:38:07 +0800 2025,0,sadness
你是伪人吗,江苏 ,Mon Jun 02 09:33:42 +0800 2025,5,anger
春宫图还光明正大的摆着观赏呢,其他,Sun Jun 01 22:21:43 +0800 2025,7,anger
对啊对啊真的这么严重，不是应该处理平台嘛，只处理作者是怎么个事儿[淡淡的][淡淡的][淡淡的][淡淡的],贵州 ,Sun Jun 01 17:16:58 +0800 2025,11,disgust
真心讨厌，那种hs小弹窗不管不封禁，你管我太太写什么[喵喵],其他,Mon Jun 02 18:36:30 +0800 2025,0,disgust
别说作者了 我一个读者都不敢点海棠了 已经几个月没看了[跪了],江苏,Mon Jun 02 18:01:09 +0800 2025,0,disgust
正是无语,其他,Mon Jun 02 17:44:48 +0800 2025,1,sadness
回复@卡卡布82475 的表态:你们都是怎么看到的评论哇，我这里显示的已删除了,重庆,Mon Jun 02 15:07:25 +0800 2025,0,anger
实质性的pc不抓，写文倒是抓了哈，不需要女的也别要女的子宫哈,其他,Mon Jun 02 14:54:05 +0800 2025,6,disgust
我有个朋友问，在哪打开海棠？,北京,Mon Jun 02 11:21:42 +0800 2025,1,sadness
就因为关不掉网站，他们管不了，才专挑作者下手的,辽宁,Mon Jun 02 06:09:02 +0800 2025,2,disgust
随便搜点东西直接跳转进入真人黄片 污染我眼睛谁能管管,浙江,Mon Jun 02 05:54:37 +0800 2025,6,disgust
那种小网站卖的春药迷晕药还有一堆非法药，网站plq更是直接把过程拍出来，这种怎么不查，而且这种特别好找随便不小心点一下就弹出来，ht我求半天没有，而且伤害了0个人[微笑][微笑][微笑],其他,Mon Jun 02 01:13:16 +0800 2025,1,fear
社会上真正的问题不去解决就来解决这些写小说的？[融化],其他,Mon Jun 02 00:58:59 +0800 2025,11,surprise
@-刘梦晨,湖北 ,Mon Jun 02 00:19:02 +0800 2025,0,sadness
真的好心寒,其他,Sun Jun 01 23:14:35 +0800 2025,5,fear
海棠还有网站吗 不是被封了吗,辽宁,Sun Jun 01 21:50:44 +0800 2025,1,fear
支持成年女性看文自由,云南 ,Sun Jun 01 19:41:05 +0800 2025,6,like
为的是目标人群女性 最好永远保持纯洁善良 早早从一而终结婚生子,海外 ,Mon Jun 02 10:51:15 +0800 2025,2,like
之前有地方这么干尝到甜头了，kpi不够就开始效仿了，要是这次也尝到甜头了其他地方就会有样学样了…,其他,Mon Jun 02 08:58:23 +0800 2025,3,like
错的是别人，成年人有权利产出和消费虚拟色情文学,其他,Mon Jun 02 03:56:01 +0800 2025,2,disgust
因为好欺负，没有背景，作者还都是涉世未深的大学生[泪],其他,Sun Jun 01 18:56:37 +0800 2025,8,disgust
这个世界真的好癫[怒],上海 ,Mon Jun 02 14:24:29 +0800 2025,1,anger
好好奇，为什么这事儿要兰州管[黑线][黑线][黑线],其他,Mon Jun 02 12:32:56 +0800 2025,1,surprise
可能是缺钱了抓人捞油水吧[揣手],河南,Mon Jun 02 02:12:22 +0800 2025,2,disgust
吗的，老子的小皇文都看不了了，让我出家比丘吗？？？,浙江 ,Mon Jun 02 00:05:50 +0800 2025,2,surprise
点名Q站，男同黄文猖獗//@司空纭淼:小黄网站一大堆不抓，却抓这种。太让人无语了,其他,Sun Jun 01 22:45:16 +0800 2025,1,disgust
海棠里面最恶心、最败坏伦理与价值观的，大多数不是bl。。,四川 ,Sun Jun 01 20:57:51 +0800 2025,3,disgust
偷拍不抓，满地的广告不抓[哼],其他,Mon Jun 02 18:38:20 +0800 2025,0,disgust
复制：这根本就不是写不写文的问题，而是他们的传唤、审讯、量刑真的合法合规吗？凭什么让他们这样随随便便给人判罚？,天津,Mon Jun 02 18:33:25 +0800 2025,0,anger
真的心疼那些作者[苦涩] 为什么对她们这么不公平[苦涩],其他,Mon Jun 02 18:11:49 +0800 2025,0,disgust
我真服了，广州路上到处都是写pc联系方式的小卡片，这怎么不抓[可爱],其他,Mon Jun 02 18:11:20 +0800 2025,0,anger
我怀疑是因为gj觉得生育率低是因为看耽美的多了，所以。。。。,其他,Mon Jun 02 17:40:46 +0800 2025,0,happiness
是有人举报吗[泪],其他,Mon Jun 02 17:31:57 +0800 2025,1,anger
别写了，感觉太不安全,河北 ,Mon Jun 02 17:11:22 +0800 2025,0,disgust
图片评论 http://t.cn/A6eLJrCK,北京,Mon Jun 02 17:09:06 +0800 2025,0,anger
当韭菜割呢,其他,Mon Jun 02 16:29:36 +0800 2025,2,anger
什么瓜啊[悲伤]好奇住了,其他,Mon Jun 02 15:37:39 +0800 2025,0,sadness
更过分的行为倒是不去抓[怒骂][怒骂]欺软怕硬具象化,其他,Mon Jun 02 15:17:40 +0800 2025,0,anger
气死了写个文就管这么严能不能把所有造女生黄谣的也通通抓起来[哼][哼][哼][哼],其他,Mon Jun 02 15:01:22 +0800 2025,0,anger
这件事情与性无关、与性别更无关，只是犯了大忌，怎么没有几个明白人呢[哼][汗][悲伤],江苏 ,Mon Jun 02 15:00:56 +0800 2025,0,disgust
太贱了,安徽 ,Mon Jun 02 14:59:14 +0800 2025,0,disgust
21世纪了，文字狱比古代都严重[可爱],其他,Mon Jun 02 14:41:12 +0800 2025,0,disgust
我记得之前有kpi，现在还有吗，要不然就是贪太多了，看到黄杨在查，补窟窿去了[笑cry],其他,Mon Jun 02 14:39:11 +0800 2025,0,sadness
如果真的想帮助她们可以拿着证据去向巡视组举报啊[疑问]为什么不举报是因为空口无凭吗,北京,Mon Jun 02 14:28:57 +0800 2025,0,disgust
人家就是要欺負無反抗能力的女性[開學季]怎麼，你不服氣？[開學季],其他,Mon Jun 02 14:25:05 +0800 2025,2,anger
据刑诉法177条等法律规定，对情节轻微、真诚悔改的，依法酌定不诉，又何必批量起诉，力求给这么多人留下刑事案底，给社会带来巨大不稳定性。每个犯罪嫌疑人身后，都是一个家庭，罪犯标签，对人生命运影响深远重大，定罪量刑，实应审慎。(复制一位律师老师的),河南 ,Mon Jun 02 14:20:24 +0800 2025,0,disgust
到现在，牵扯作者众多，大多数小作者，社会危害性不大，也确实没赚什么钱，涉案金额极低，检方完全可以从刑法谦抑性出发，认真贯彻最高检少捕慎诉的司法精神，据刑诉法177条等法律规定，对情节轻微、真诚悔改的，依法酌定不诉，又何必批量起诉，力求给这么多人留下刑事案底，给社会带来巨大不稳定性。,河南 ,Mon Jun 02 14:19:24 +0800 2025,0,fear
感觉最近这两年对女性的恶意越来越大……,河南 ,Mon Jun 02 14:19:11 +0800 2025,1,disgust
真的无语[泪][泪],其他,Mon Jun 02 13:57:18 +0800 2025,0,sadness
[抱抱][抱抱][抱抱],北京,Mon Jun 02 13:50:13 +0800 2025,0,sadness
对 都别写了 大家一起看低脂小视频吧[微笑],其他,Mon Jun 02 13:46:21 +0800 2025,0,disgust
世道不公是因为我们不是公的[允悲],广东 ,Mon Jun 02 13:31:40 +0800 2025,0,disgust
我不太懂，是让两个什么都不知道的新婚夫妻自己琢磨一晚上怎么生出孩子吗//@拓小拓:说实话我不觉得女生看耽美小黄文有什么危害,其他,Mon Jun 02 13:25:20 +0800 2025,0,disgust
什么瓜？咋回事？[喵喵],浙江,Mon Jun 02 13:02:20 +0800 2025,0,surprise
哉说一遍是量刑过重好吗[泪][泪][泪]和那些what家暴代孕比起惩罚的过于严重了,其他,Mon Jun 02 12:32:42 +0800 2025,0,anger
从来不看这些淫秽书籍，我忙着霸凌同学呢，最近总是呕吐，应该是怀孕了，带着宝宝一起奋斗小升初考试 幸好没人管我在学校霸凌别人扇人家耳光让人家喝厕所水的事情，不然都不能给我五十岁大叔生宝宝了，虽然我是做他家第十个小妾的，虽然他经常打我们，但是毕竟没人管这些事情，我相信这就是爱吧,其他,Mon Jun 02 12:27:05 +0800 2025,0,disgust
说真的，感觉现在这个世界是要把女性压榨死，黑得很,其他,Mon Jun 02 12:25:07 +0800 2025,0,disgust
代孕不管，家暴不管，虐待小动物不管，偷税漏税不管，写个文倒是管上了[白眼]你们管前面那些事的时候能不能给出实际的答案该出公告的出公告给出处理这种事情你们的速度啊。,其他,Mon Jun 02 12:16:27 +0800 2025,1,anger
pc这种真正发生性行为并且背后存在产业链的才判个十几二十天，写个耽美黄文被判几年这真的合理吗[可爱],河南,Mon Jun 02 11:53:27 +0800 2025,0,anger
只会欺负好欺负的人！！！,其他,Mon Jun 02 11:48:12 +0800 2025,0,like
民宿里的偷拍直播摄像头为什么不抓？这种偷拍又盈利，既侵犯隐私又牟利,其他,Mon Jun 02 11:37:50 +0800 2025,0,disgust
该抓的不抓该管的不管[摊手][摊手]这是要干嘛呀,海外 ,Mon Jun 02 11:36:18 +0800 2025,1,anger
法盲是这样的[good][允悲],浙江 ,Mon Jun 02 11:31:13 +0800 2025,0,sadness
代孕是不去抓的，家暴是不管的，女性权益是没保障的,其他,Mon Jun 02 11:14:52 +0800 2025,0,disgust
建议把现偶也禁了 有些现偶看得我恶心 古偶好歹还知道一下含蓄（不包括那些短剧古偶）现偶直接演都不演了直接上大尺度 恶心,其他,Mon Jun 02 11:09:47 +0800 2025,0,disgust
穷疯了，纯是穷疯了能干这种事儿,其他,Mon Jun 02 10:56:27 +0800 2025,1,anger
upup,其他,Mon Jun 02 10:54:50 +0800 2025,0,anger
就是闻到了money的味道,辽宁 ,Mon Jun 02 10:54:43 +0800 2025,0,anger
为什么不整治偷P，浏览器h网，某某平台正大光明的上门服务到店服务,湖北 ,Mon Jun 02 10:45:02 +0800 2025,1,disgust
百度里面的那些huang广告都要跳我脸上了怎么没人管[微笑],河南 ,Mon Jun 02 10:39:44 +0800 2025,1,sadness
太好欺负了无后台,福建 ,Mon Jun 02 10:31:00 +0800 2025,0,like
真地不写保命算了[太开心][太开心][太开心],四川 ,Mon Jun 02 10:29:50 +0800 2025,0,happiness
穷地方缺钱了,北京,Mon Jun 02 10:26:13 +0800 2025,0,disgust
平台组织者安然无恙，写手被整片围剿，凭什么,其他,Mon Jun 02 10:03:18 +0800 2025,0,disgust
规则一直就有，你以为没人管其实是不到该管的时候。不信去看看过往。,内蒙古,Mon Jun 02 09:19:00 +0800 2025,0,disgust
欺软怕硬,其他,Mon Jun 02 08:56:57 +0800 2025,1,fear
[吐],其他,Mon Jun 02 08:46:16 +0800 2025,0,anger
一群双标怪,重庆 ,Mon Jun 02 08:42:32 +0800 2025,0,surprise
找片比找po容易 我容易吗[太开心],其他,Mon Jun 02 08:34:00 +0800 2025,0,happiness
我们是需要像海棠这样的网站啊，看里面的文章也是一种解压方式啊[泪] 要不然有那么多性压抑呢[泪],其他,Mon Jun 02 08:30:09 +0800 2025,0,disgust
微博评价区真的一群伪人,河南 ,Mon Jun 02 08:24:10 +0800 2025,0,disgust
海棠是啥，网站吗,广东 ,Mon Jun 02 08:03:06 +0800 2025,0,disgust
我想问呢去抓男的上网站看片的啊[打call]一大推,其他,Mon Jun 02 07:59:33 +0800 2025,0,disgust
哎太难受了连日刷到真的想哭。。。[泪],浙江 ,Mon Jun 02 07:58:43 +0800 2025,0,sadness
殺良冒公,香港 ,Mon Jun 02 07:56:18 +0800 2025,0,disgust
强奸猥亵的判了几年[疑问],其他,Mon Jun 02 07:40:02 +0800 2025,0,anger
前几年不就已经出过这事儿了吗？当时很多不收费的作者都推圈锁文了，这平台是一出事儿就让作者顶包的居然还有人敢在这个平台写文,其他,Mon Jun 02 07:28:43 +0800 2025,0,surprise
不是，海棠难道只有女作者在写吗？[微笑]怎么全搞得女的,江苏 ,Mon Jun 02 05:07:54 +0800 2025,1,disgust
呵呵呵,甘肃,Mon Jun 02 05:06:13 +0800 2025,0,happiness
它们是性犯罪者，所以只敢对小女孩狙击,广东 ,Mon Jun 02 03:30:49 +0800 2025,1,disgust
那段时间之后ht不是就已经登不上去了吗……我到现在都没登上去过,其他,Mon Jun 02 03:22:43 +0800 2025,0,sadness
吃相难看，柿子挑软的。这个时候速度就来了，其他时候都瞎子一样[衰],海外 ,Mon Jun 02 02:28:36 +0800 2025,0,disgust
我有一次因为诈骗去警局，然后看到防诈骗宣传单上有一个案例，是看小网站约人被骗，然后我就好奇问警察，这种情况是不是要教育之类的。我还在想这不是属于嫖娼之类的嘛，结果警察直接说了一句：这有什么，成年人之间很正常啊。我听到这直接懵了,河南 ,Mon Jun 02 01:16:31 +0800 2025,1,disgust
先把那些百d的抓了吧 我去搜游戏破解版都给我弹出小h片哈[允悲],其他,Mon Jun 02 01:08:56 +0800 2025,1,sadness
小姑娘真的太好欺负了[单身狗],上海 ,Mon Jun 02 00:40:30 +0800 2025,0,like
咋不抓海棠老板,其他,Mon Jun 02 00:29:33 +0800 2025,0,sadness
就是欺负咱们女孩子,其他,Mon Jun 02 00:28:22 +0800 2025,1,happiness
真是奇了怪了，专门逮着这个抓做什么，那么多更严重的呀，[哼][哼][哼][哼],湖南,Mon Jun 02 00:22:25 +0800 2025,0,disgust
酒店偷拍上传到黄色网站的不去抓，只会对一群年轻女生下手懦夫！,福建 ,Mon Jun 02 00:08:12 +0800 2025,0,disgust
不要让人们群众对司法机关失去信心，这还是我们的jc吗？这难道不是旧社会的土匪吗？,广东 ,Mon Jun 02 00:03:11 +0800 2025,2,disgust
不看小黄文的话我是真的会对性没有任何了解 更别说知道怎样是xq gf qj了,其他,Sun Jun 01 23:40:54 +0800 2025,0,disgust
为什么这件事没有上微博热搜呢？,其他,Sun Jun 01 23:03:40 +0800 2025,0,disgust
太心疼了。看得我[泪][泪][泪],安徽,Sun Jun 01 22:54:41 +0800 2025,0,sadness
我也很奇怪 为啥不把这个平台锁了 或者查平台啊[傻眼],其他,Sun Jun 01 22:31:51 +0800 2025,0,surprise
现在的动漫都开擦边球后宫，怎么不没人管？鼓励一夫多妻吗？,上海,Sun Jun 01 22:27:44 +0800 2025,0,disgust
[泪][泪][泪],四川 ,Sun Jun 01 22:12:43 +0800 2025,0,sadness
最近还在抓？,海外,Sun Jun 01 22:09:17 +0800 2025,0,sadness
不能不写，要主动去抓偷拍的爆出来，看看到底偷拍传播严重，还是写小说严重,江苏,Sun Jun 01 21:48:45 +0800 2025,0,disgust
是不是男性觉得小说里男性水准自己达不到，所以认为没婚姻全是拜此所赐，于是阴暗扭曲，才有这种神奇事件？[融化],其他,Sun Jun 01 21:41:51 +0800 2025,0,surprise
处罚重了,其他,Sun Jun 01 21:34:48 +0800 2025,0,anger
这个世界烂透了,河北 ,Sun Jun 01 21:13:53 +0800 2025,0,disgust
这个海棠文学城和海棠书城app不是一个吧？（不确定问一下）,海外 ,Sun Jun 01 21:01:50 +0800 2025,0,disgust
关不了，根本不在境内。,天津,Sun Jun 01 20:57:30 +0800 2025,0,anger
愤怒没有用，去举报吧大家，xhs有专门举报流程,其他,Sun Jun 01 20:49:15 +0800 2025,0,anger
支持看文自由,甘肃,Sun Jun 01 20:36:05 +0800 2025,0,like
我打开每个网页的黄色广告为什么没人去抓,其他,Sun Jun 01 20:28:43 +0800 2025,0,anger
真离谱,其他,Sun Jun 01 20:21:53 +0800 2025,0,like
永远都是双标罢了,广西,Sun Jun 01 20:09:53 +0800 2025,0,sadness
保护好自己！,其他,Sun Jun 01 20:02:48 +0800 2025,0,like
昨天好奇去搜了一下“传播黄色文章”（当时不知道搜什么词条）和强奸的刑事责任，看完我已经不想说话了,重庆,Sun Jun 01 17:12:46 +0800 2025,1,disgust
啊又抓了吗？,广东,Sun Jun 01 16:17:27 +0800 2025,1,anger
[doge]你以为它们不想关吗？是管不到服务器那边,福建,Sun Jun 01 08:09:36 +0800 2025,1,anger
去查230w好不好,其他,Sun Jun 01 20:30:56 +0800 2025,3,disgust
pc的都不怎么抓,河南 ,Sun Jun 01 17:07:18 +0800 2025,1,anger
就无语给，我会一直支持下去的！,其他,Mon Jun 02 18:34:53 +0800 2025,1,like
逼急畜给我滚哈，还真就把自己当个人物似哦不对，不是人了！,其他,Mon Jun 02 18:33:16 +0800 2025,1,disgust
跨省抓捕在中国是合法的，但必须满足［案件管辖、法律文书完备、异地警方协作］三大核心条件。一般正规传唤是会报销中途路费一类，而本次事件就是传唤和传唤后的审讯过程很不合规。首先全部由作者自费还要承担牢狱之灾和罚款，且审讯过程甚至要求脱光衣服毫无尊严可言，这些在作者的记述中是有记载的！,宁夏 ,Mon Jun 02 15:32:24 +0800 2025,1,anger
人家为D毒势力提供资金的网站，不查这个海棠查谁？,北京,Mon Jun 02 10:55:08 +0800 2025,0,disgust
知道自己好欺负就老老实实遵守法律，别受到法律的制裁了就哭死，撒波打滚，都是成年人了,辽宁 ,Mon Jun 02 09:09:42 +0800 2025,0,disgust
hp db pc的不抓 抓写小说的 我也是服了。。。,其他,Mon Jun 02 01:47:02 +0800 2025,1,sadness
你们好急[汗][汗]看你们到处跳脚我就想笑[哇][哇],四川,Mon Jun 02 11:56:57 +0800 2025,0,sadness
回复@阿昔昔xi:我是遵纪守法好公民,四川,Mon Jun 02 17:12:28 +0800 2025,0,like
你在笑什么？笑你以后打人杀人都判的比写文轻吗？要是这样那你确实可以笑了,其他,Mon Jun 02 16:59:53 +0800 2025,0,anger
@-擅长憋尿i 崩溃这个世界颠了,江苏,Mon Jun 02 09:18:17 +0800 2025,0,anger
我只希望引力圈没事[爱你],广东 ,Mon Jun 02 01:32:53 +0800 2025,0,like
有个肉眼可见富得流油的耳环妹在热搜第一挂着，却没胆子碰[太开心],其他,Sun Jun 01 05:36:45 +0800 2025,87,happiness
这个世道怎么了，看个文都限制的不行,安徽,Mon Jun 02 04:07:24 +0800 2025,6,anger
[允悲][允悲]妈呀太神秘了这个量刑,其他,Mon Jun 02 16:33:02 +0800 2025,8,sadness
看着热搜榜醉酒男子拖拽女童只判15天我就觉得这世界完蛋了,其他,Mon Jun 02 15:45:26 +0800 2025,4,like
远洋捕捞  ，违规审问，违规传唤，普通家庭因此雪上加霜,其他,Sun Jun 01 23:52:15 +0800 2025,3,like
希望作者们先避避风头，删了也没关系，我可以熬过去[泪][泪],其他,Sun Jun 01 23:08:48 +0800 2025,1,sadness
是只有ht网站的作者会有危险吗？其他网站呢？,四川 ,Mon Jun 02 18:18:28 +0800 2025,0,fear
发生什么事了？是被判刑了吗？判了几年？[衰],其他,Mon Jun 02 18:17:17 +0800 2025,0,anger
兰州要建新机场了吗,江苏 ,Mon Jun 02 17:13:33 +0800 2025,0,disgust
专挑弱势群体你说好不好玩,其他,Mon Jun 02 17:07:55 +0800 2025,0,disgust
对呀，真要是下定决心以雷霆手段惩治黄维，那直接把网站关掉不就行了[太开心],其他,Mon Jun 02 15:01:14 +0800 2025,1,fear
怎么不让男的把那根东西给丢了呢[哇],其他,Mon Jun 02 14:11:51 +0800 2025,0,anger
为了可持续性发展资源才不关的,其他,Mon Jun 02 14:06:55 +0800 2025,0,disgust
从来没见过正版，凭啥点击率那么高,其他,Mon Jun 02 13:30:26 +0800 2025,0,disgust
女性生存空间一直一直被压缩，甚至最后一片净土也要被剥夺,其他,Mon Jun 02 13:23:43 +0800 2025,0,disgust
爱把矛头对准赤手空拳的人,其他,Mon Jun 02 12:13:03 +0800 2025,0,disgust
同意哎//:这根本就不是写不写文的问题，而是他们的传唤、审讯、量刑真的合法合规吗？凭什么让他们这样随随便便给人判罚？,其他,Mon Jun 02 10:15:20 +0800 2025,0,anger
黄色网站、偷拍产业链、非正规洗脚城按摩馆一个不管，就盯着海棠抓，嘻嘻[开学季][开学季],其他,Mon Jun 02 09:44:48 +0800 2025,0,disgust
如果真的要查就去查那种小网站好吗，查写文干什么，网站上面直接放图，这还不够吗，我真没搞懂[费解],其他,Mon Jun 02 09:19:12 +0800 2025,0,disgust
这个世界烂透了,其他,Mon Jun 02 08:08:40 +0800 2025,0,disgust
@-廿_七-,其他,Mon Jun 02 01:31:25 +0800 2025,0,anger
